title,description,steps_to_reproduce,expected_result,actual_result,environment,module,severity,priority,category
Dark mode text contrast ratio fails accessibility UI/UX guidelines (intermittently after session timeout),Muted gray text on dark background has insufficient contrast ratio in UI/UX theme. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Dark mode text contrast ratio fails accessibility UI/UX guidelines
2. Observe result intermittently after session timeout",Maintain WCAG AAA contrast ratio 4.5:1 for UI/UX,Text illegible in dark UI/UX theme,Staging,UI/UX,Medium,P3,UI/UX
User avatar image renders broken placeholder icon on CDN UI/UX 404 (under high concurrent traffic),Broken image icon rendered when user profile picture URL fails in UI/UX. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: User avatar image renders broken placeholder icon on CDN UI/UX 404
2. Observe result under high concurrent traffic",Render fallback initial avatar icon in UI/UX,Broken image placeholder shown in UI/UX layout,Staging,UI/UX,Low,P4,UI/UX
Bulk delete functional action removes wrong record IDs (under high concurrent traffic),Select all functional checkbox maps array index instead of database record ID. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Bulk delete functional action removes wrong record IDs
2. Observe result under high concurrent traffic",Execute functional deletion on selected database IDs only,Deletes wrong database records in functional execution,Production,General,Critical,P1,Functional
Incorrect functional pagination item count displayed on table footer (intermittently after session timeout),Footer displays total count from unfiltered dataset after applying functional search. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Incorrect functional pagination item count displayed on table footer
2. Observe result intermittently after session timeout",Update functional item count to match active search filter,Displays stale total count in table functional footer,Staging,General,High,P2,Functional
Export CSV functional feature truncates descriptions with commas (after v1.4 patch release),CSV functional generator fails to wrap string values in double quotes. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: Export CSV functional feature truncates descriptions with commas
2. Observe result after v1.4 patch release",Escape commas in CSV functional export,Splits text across columns in functional export,Staging,General,Medium,P3,Functional
Date picker functional filter applies timezone offset incorrectly (observed in staging deployment),Selecting start date converts time to UTC shifting selected functional day. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Date picker functional filter applies timezone offset incorrectly
2. Observe result observed in staging deployment",Preserve selected date string in functional filter,Shifts selected date by -1 day in functional query,Production,General,Low,P4,Functional
Zapier webhook integration pipeline drops sync events (after v1.4 patch release),Data integration sync pipeline fails to retry dropped HTTP events under failure. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: Zapier webhook integration pipeline drops sync events
2. Observe result after v1.4 patch release",Guaranteed event delivery across integration pipeline,Integration sync events silently lost,Staging,Integration,Critical,P1,Integration
Third-party REST integration API rate limit returns 429 error (on mobile Safari browser),Exceeding vendor API quota throws uncaught integration exception in worker queue. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Third-party REST integration API rate limit returns 429 error
2. Observe result on mobile Safari browser",Implement exponential backoff retry in integration client,Integration worker process crashes,Production,Integration,High,P2,Integration
Jira issue integration sync fails on custom field schema mismatch (observed in staging deployment),Custom field value formatting causes Jira integration REST API validation error. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Jira issue integration sync fails on custom field schema mismatch
2. Observe result observed in staging deployment",Format payload according to Jira integration spec,Jira integration sync fails,Development,Integration,Medium,P3,Integration
Slack webhook integration notification fails when title contains quotes (observed in staging deployment),Unescaped double quotes in bug title break Slack integration JSON payload. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Slack webhook integration notification fails when title contains quotes
2. Observe result observed in staging deployment",Sanitize JSON payload strings for integration webhook,Slack integration notification fails,Staging,Integration,Low,P4,Integration
